marca,modelo_code,modelo_nome,ano,preco
JEEP,COMPASS,COMPASS LONGITUDE 2.0 4x4 Dies. 16V Aut.,2019,149418
JEEP,COMPASS,COMPASS LONGITUDE 2.0 4x4 Dies. 16V Aut.,2019,135338
JEEP,COMPASS,COMPASS LONGITUDE 2.0 4x4 Dies. 16V Aut.,2018,129243
JEEP,COMPASS,COMPASS LONGITUDE 2.0 4x4 Dies. 16V Aut.,2017,120641
JEEP,COMPASS,COMPASS LONGITUDE 2.0 4x4 Dies. 16V Aut.,2016,112078
JEEP,COMPASS,COMPASS Night Eagle 2.0 4x2 Flex 16V Aut,2019,121623
JEEP,COMPASS,COMPASS Night Eagle 2.0 4x2 Flex 16V Aut,2018,106162
JEEP,COMPASS,COMPASS Night Eagle 2.0 4x4 TB Dies. Aut,2019,150490
JEEP,COMPASS,COMPASS Night Eagle 2.0 4x4 TB Dies. Aut,2018,129976
JEEP,COMPASS,COMPASS SPORT 2.0 16V 156cv 5p,2015,61687
JEEP,COMPASS,COMPASS SPORT 2.0 16V 156cv 5p,2014,55364
JEEP,COMPASS,COMPASS SPORT 2.0 16V 156cv 5p,2013,52381
JEEP,COMPASS,COMPASS SPORT 2.0 16V 156cv 5p,2012,46360
JEEP,COMPASS,COMPASS SPORT 2.0 4x2 Flex 16V Aut.,2019,105587
JEEP,COMPASS,COMPASS SPORT 2.0 4x2 Flex 16V Aut.,2019,97115
JEEP,COMPASS,COMPASS SPORT 2.0 4x2 Flex 16V Aut.,2018,94101
JEEP,COMPASS,COMPASS SPORT 2.0 4x2 Flex 16V Aut.,2017,89749
JEEP,COMPASS,COMPASS SPORT 2.0 4x4 flex 16V Aut.,2019,113893
JEEP,COMPASS,COMPASS SPORT 2.0 4x4 flex 16V Aut.,2018,103567
JEEP,COMPASS,COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut.,2019,169221
JEEP,COMPASS,COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut.,2019,152554
JEEP,COMPASS,COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut.,2018,144152
JEEP,COMPASS,COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut.,2017,136313
JEEP,COMPASS,COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut.,2016,132192
JEEP,RENEGADE,Renegade 1.8 4x2 Flex 16V Mec.,2017,61760
JEEP,RENEGADE,Renegade 1.8 4x2 Flex 16V Mec.,2016,57785
JEEP,RENEGADE,Renegade 75 Anos 1.8 4X2 Flex 16V Aut.,2017,77648
JEEP,RENEGADE,Renegade 75 Anos 1.8 4X2 Flex 16V Aut.,2016,67792
JEEP,RENEGADE,Renegade 75 Anos 2.0 4X4 TB Diesel Aut.,2017,101728
JEEP,RENEGADE,Renegade 75 Anos 2.0 4X4 TB Diesel Aut.,2016,84120
JEEP,RENEGADE,Renegade Custom 1.8 4x2 Flex 16V Mec.,2019,69992
JEEP,RENEGADE,Renegade Custom 1.8 4x2 Flex 16V Mec.,2018,60998
JEEP,RENEGADE,Renegade Custom 2.0 4x4 TB Diesel Aut.,2019,101263
JEEP,RENEGADE,Renegade Custom 2.0 4x4 TB Diesel Aut.,2018,93972
JEEP,RENEGADE,Renegade Lim. Edit. 1.8 4x2 Flex 16V Aut,2017,77909
JEEP,RENEGADE,Renegade Lim. Edit. 1.8 4x2 Flex 16V Aut,2016,68996
JEEP,RENEGADE,Renegade Limited 1.8 4X2 Flex 16V Aut.,2019,102884
JEEP,RENEGADE,Renegade Limited 1.8 4X2 Flex 16V Aut.,2019,91379
JEEP,RENEGADE,Renegade Limited 1.8 4X2 Flex 16V Aut.,2018,80785
JEEP,RENEGADE,Renegade Limited 2.0 4x4 TB Diesel Aut.,2019,120785
JEEP,RENEGADE,Renegade Limited 2.0 4x4 TB Diesel Aut.,2018,107006
JEEP,RENEGADE,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2019,95662
JEEP,RENEGADE,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2019,84495
JEEP,RENEGADE,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2018,80627
JEEP,RENEGADE,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2017,75505
JEEP,RENEGADE,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2016,68910
JEEP,RENEGADE,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2015,65642
JEEP,RENEGADE,Renegade Longitude 2.0 4x4 TB Diesel Aut,2019,120616
JEEP,RENEGADE,Renegade Longitude 2.0 4x4 TB Diesel Aut,2019,109380
JEEP,RENEGADE,Renegade Longitude 2.0 4x4 TB Diesel Aut,2018,106011
JEEP,RENEGADE,Renegade Longitude 2.0 4x4 TB Diesel Aut,2017,95779
JEEP,RENEGADE,Renegade Longitude 2.0 4x4 TB Diesel Aut,2016,89149
JEEP,RENEGADE,Renegade Night Eagle 1.8 4x2  Flex Aut.,2019,91948
JEEP,RENEGADE,Renegade Night Eagle 1.8 4x2  Flex Aut.,2018,81565
JEEP,RENEGADE,Renegade Night Eagle 2.0 4x4 TB Die. Aut,2019,120758
JEEP,RENEGADE,Renegade Night Eagle 2.0 4x4 TB Die. Aut,2018,106025
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Aut.,2019,83447
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Aut.,2019,77261
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Aut.,2018,73161
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Aut.,2017,69655
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Aut.,2016,64114
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Mec.,2019,77467
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Mec.,2019,71785
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Mec.,2018,66434
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Mec.,2017,63730
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Mec.,2016,60498
JEEP,RENEGADE,Renegade Sport 1.8 4x2 Flex 16V Mec.,2015,58695
JEEP,RENEGADE,Renegade Sport 2.0 4x4 TB Diesel Aut.,2017,94499
JEEP,RENEGADE,Renegade Sport 2.0 4x4 TB Diesel Aut.,2016,84099
JEEP,RENEGADE,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,2019,130471
JEEP,RENEGADE,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,2019,121067
JEEP,RENEGADE,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,2018,115863
JEEP,RENEGADE,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,2017,108233
JEEP,RENEGADE,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,2016,97993
JEEP,RENEGADE,Renegade Trailhawk 2.0 4x4 TB Diesel Aut,2015,94872
JEEP,RENEGADE1-8,Renegade1.8 4x2 Flex 16V Aut.(PCD),2019,68112
JEEP,RENEGADE1-8,Renegade1.8 4x2 Flex 16V Aut.(PCD),2019,63217
JEEP,RENEGADE1-8,Renegade1.8 4x2 Flex 16V Aut.(PCD),2018,61253
JEEP,RENEGADE1-8,Renegade1.8 4x2 Flex 16V Aut.(PCD),2017,59337
JEEP,RENEGADE1-8,Renegade1.8 4x2 Flex 16V Aut.(PCD),2016,56881
NISSAN,KICKS,KICKS Rio 2016 1.6 16V FlexStar 5p Aut.,2017,77060
NISSAN,KICKS,KICKS S 1.6 16V Flex 5p Aut.,2019,79587
NISSAN,KICKS,KICKS S 1.6 16V Flex 5p Aut.,2019,71120
NISSAN,KICKS,KICKS S 1.6 16V Flex 5p Aut.,2018,68524
NISSAN,KICKS,KICKS S 1.6 16V FlexStar 5p Mec.,2019,69584
NISSAN,KICKS,KICKS S 1.6 16V FlexStar 5p Mec.,2019,63581
NISSAN,KICKS,KICKS S 1.6 16V FlexStar 5p Mec.,2018,61120
NISSAN,KICKS,KICKS S Direct 1.6 16V Flex 5p Aut.(PCD),2019,69612
NISSAN,KICKS,KICKS S Direct 1.6 16V Flex 5p Aut.(PCD),2019,64589
NISSAN,KICKS,KICKS S Direct 1.6 16V Flex 5p Aut.(PCD),2018,61107
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2019,94855
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2019,87519
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2018,84082
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2017,78167
NISSAN,KICKS,KICKS SV 1.6 16V FlexStar 5p Aut.,2019,86826
NISSAN,KICKS,KICKS SV 1.6 16V FlexStar 5p Aut.,2019,79825
NISSAN,KICKS,KICKS SV Limited 1.6 16V Flex 5p Aut.,2017,76630
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2013,35087
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2012,32141
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2011,30640
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2010,28413
NISSAN,KICKS,KICKS S Direct 1.6 16V Flex 5p Aut.(PCD),2019,69612
NISSAN,KICKS,KICKS S Direct 1.6 16V Flex 5p Aut.(PCD),2019,64589
NISSAN,KICKS,KICKS S Direct 1.6 16V Flex 5p Aut.(PCD),2018,61107
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2019,94855
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2019,87519
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2018,84082
NISSAN,KICKS,KICKS SL 1.6 16V FlexStar 5p Aut.,2017,78167
NISSAN,KICKS,KICKS SV 1.6 16V FlexStar 5p Aut.,2019,86826
NISSAN,KICKS,KICKS SV 1.6 16V FlexStar 5p Aut.,2019,79825
NISSAN,KICKS,KICKS SV 1.6 16V FlexStar 5p Aut.,2018,77124
NISSAN,KICKS,KICKS SV Limited 1.6 16V Flex 5p Aut.,2017,76630
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2013,35087
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2012,32141
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2011,30640
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2010,28413
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2009,26251
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2008,24225
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.,2007,21682
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.,2013,31079
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.,2012,28531
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.,2011,27021
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.,2010,26120
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.,2009,24414
NISSAN,SENTRA,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.,2008,23029
NISSAN,SENTRA,Sentra GLE,1995,8731
NISSAN,SENTRA,Sentra GSX/ EX,1996,5918
NISSAN,SENTRA,Sentra GSX/ EX,1995,5197
NISSAN,SENTRA,Sentra GSX/ EX,1994,4124
NISSAN,SENTRA,Sentra GSX/ EX,1993,3961
NISSAN,SENTRA,Sentra GSX/ EX,1992,3743
NISSAN,SENTRA,Sentra GSX/ EX,1991,3527
NISSAN,SENTRA,Sentra GXE/ SER,2007,16218
NISSAN,SENTRA,Sentra GXE/ SER,2006,15352
NISSAN,SENTRA,Sentra GXE/ SER,2005,14747
NISSAN,SENTRA,Sentra GXE/ SER,2004,13376
NISSAN,SENTRA,Sentra GXE/ SER,1997,8386
NISSAN,SENTRA,Sentra GXE/ SER,1996,7082
NISSAN,SENTRA,Sentra GXE/ SER,1995,6675
NISSAN,SENTRA,Sentra GXE/ SER,1994,6074
NISSAN,SENTRA,Sentra GXE/ SER,1993,5809
NISSAN,SENTRA,Sentra GXE/ SER,1992,5285
NISSAN,SENTRA,Sentra GXE/ SER,1991,5008
NISSAN,SENTRA,Sentra S 2.0 FlexStart 16V Aut.,2019,81171
NISSAN,SENTRA,Sentra S 2.0 FlexStart 16V Aut.,2019,72624
NISSAN,SENTRA,Sentra S 2.0 FlexStart 16V Aut.,2018,69910
NISSAN,SENTRA,Sentra S 2.0 FlexStart 16V Aut.,2017,63759
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.,2013,35097
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.,2012,32434
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.,2011,30685
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.,2010,29205
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.,2009,27340
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.,2008,24829
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2016,47378
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2015,45120
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2014,42046
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2013,33453
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2012,29403
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2010,26426
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2009,24981
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2008,23054
NISSAN,SENTRA,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.,2007,20730
NISSAN,SENTRA,Sentra SE 2.0 Flex 16V Aut.,2013,35215
NISSAN,SENTRA,Sentra SL 2.0 FlexStart 16V Aut.,2019,103759
NISSAN,SENTRA,Sentra SL 2.0 FlexStart 16V Aut.,2019,88001
NISSAN,SENTRA,Sentra SL 2.0 FlexStart 16V Aut.,2018,83954
NISSAN,SENTRA,Sentra SL 2.0 FlexStart 16V Aut.,2017,77484
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2016,57469
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2015,52727
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2014,48361
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2013,37134
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2012,34764
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2011,31821
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2010,30467
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2009,27460
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2008,26603
NISSAN,SENTRA,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2007,22096
NISSAN,SENTRA,Sentra SR 2.0 Flex Fuel 16V Aut.,2012,32648
NISSAN,SENTRA,Sentra SR 2.0 Flex Fuel 16V Mec.,2012,29591
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2019,92328
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2019,81506
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2018,74183
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2017,69182
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2016,56839
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2015,50829
NISSAN,SENTRA,Sentra SV 2.0 FlexStart 16V Aut.,2014,46605
NISSAN,SENTRA,Sentra UNIQUE 2.0 Flex Fuel 16V Aut.,2016,59047
NISSAN,SENTRA,Sentra UNIQUE 2.0 Flex Fuel 16V Aut.,2012,37480
NISSAN,VERSA,VERSA 1.0 12V FlexStart 4p Mec.,2019,48444
NISSAN,VERSA,VERSA 1.0 12V FlexStart 4p Mec.,2019,43347
NISSAN,VERSA,VERSA 1.0 12V FlexStart 4p Mec.,2018,40704
NISSAN,VERSA,VERSA 1.0 12V FlexStart 4p Mec.,2017,38989
NISSAN,VERSA,VERSA 1.0 12V FlexStart 4p Mec.,2016,36261
NISSAN,VERSA,VERSA S 1.0 12V FlexStart 4p Mec.,2019,50450
NISSAN,VERSA,VERSA S 1.0 12V FlexStart 4p Mec.,2018,44260
NISSAN,VERSA,VERSA S 1.0 12V FlexStart 4p Mec.,2017,40234
NISSAN,VERSA,VERSA S 1.0 12V FlexStart 4p Mec.,2016,37202
NISSAN,VERSA,VERSA S 1.6 16V Flex Fuel 4p Mec.,2014,33501
NISSAN,VERSA,VERSA S 1.6 16V Flex Fuel 4p Mec.,2013,31444
NISSAN,VERSA,VERSA S 1.6 16V Flex Fuel 4p Mec.,2012,28551
NISSAN,VERSA,VERSA S 1.6 16V FlexStart 4p Mec.,2019,53755
NISSAN,VERSA,VERSA S 1.6 16V FlexStart 4p Mec.,2019,47856
NISSAN,VERSA,VERSA S 1.6 16V FlexStart 4p Mec.,2018,44687
NISSAN,VERSA,VERSA S 1.6 16V FlexStart 4p Mec.,2017,42366
NISSAN,VERSA,VERSA SL 1.6 16V Flex Fuel 4p Mec.,2016,43150
NISSAN,VERSA,VERSA SL 1.6 16V Flex Fuel 4p Mec.,2014,33751
NISSAN,VERSA,VERSA SL 1.6 16V Flex Fuel 4p Mec.,2013,31953
NISSAN,VERSA,VERSA SL 1.6 16V Flex Fuel 4p Mec.,2012,29316
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Aut.,2019,66796
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Aut.,2019,61002
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Aut.,2018,57625
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Aut.,2017,55342
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Mec.,2019,63675
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Mec.,2019,57875
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Mec.,2018,56103
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Mec.,2017,50949
NISSAN,VERSA,VERSA SL 1.6 16V FlexStart 4p Mec.,2016,43324
NISSAN,VERSA,VERSA SV 1.6 16V Flex Fuel 4p Mec.,2016,40763
NISSAN,VERSA,VERSA SV 1.6 16V Flex Fuel 4p Mec.,2014,33670
NISSAN,VERSA,VERSA SV 1.6 16V Flex Fuel 4p Mec.,2013,30999
NISSAN,VERSA,VERSA SV 1.6 16V Flex Fuel 4p Mec.,2012,28061
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Aut.,2019,60369
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Aut.,2019,53596
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Aut.,2018,51726
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Aut.,2017,49697
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Mec.,2019,58169
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Mec.,2019,50168
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Mec.,2018,46865
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Mec.,2017,45115
NISSAN,VERSA,VERSA SV 1.6 16V FlexStart 4p Mec.,2016,41462
NISSAN,VERSA,VERSA UNIQUE 1.6 16V Flex 4p Mec.,2016,44607
NISSAN,VERSA,VERSA UNIQUE 1.6 16V FlexStart 4p Aut.,2019,66076
NISSAN,VERSA,VERSA UNIQUE 1.6 16V FlexStart 4p Aut.,2018,59404
NISSAN,VERSA,VERSA UNIQUE 1.6 16V FlexStart 4p Aut.,2017,56180
RENAULT,CAPTUR,CAPTUR Intense 1.6 16V Flex 5p Aut.,2019,87592
RENAULT,CAPTUR,CAPTUR Intense 1.6 16V Flex 5p Aut.,2019,77036
RENAULT,CAPTUR,CAPTUR Intense 1.6 16V Flex 5p Aut.,2018,74652
RENAULT,CAPTUR,CAPTUR Intense 2.0 16V Flex 5p Aut.,2019,89642
RENAULT,CAPTUR,CAPTUR Intense 2.0 16V Flex 5p Aut.,2019,81443
RENAULT,CAPTUR,CAPTUR Intense 2.0 16V Flex 5p Aut.,2018,76669
RENAULT,CAPTUR,CAPTUR Intense 2.0 16V Flex 5p Aut.,2017,74320
RENAULT,CAPTUR,CAPTUR Life 1.6 16V Flex 5p Aut.(PCD),2019,68127
RENAULT,CAPTUR,CAPTUR Life 1.6 16V Flex 5p Aut.(PCD),2019,62780
RENAULT,CAPTUR,CAPTUR Life 1.6 16V Flex 5p Aut.(PCD),2018,59311
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Aut.,2019,81767
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Aut.,2019,75052
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Aut.,2018,71720
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Mec.,2019,76322
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Mec.,2019,70845
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Mec.,2018,68159
RENAULT,CAPTUR,CAPTUR Zen 1.6 16V Flex 5p Mec.,2017,64686
RENAULT,DUSTER,DUSTER 1.6 Hi-Flex 16V Mec.,2016,45017
RENAULT,DUSTER,DUSTER 1.6 Hi-Flex 16V Mec.,2015,43051
RENAULT,DUSTER,DUSTER 1.6 Hi-Flex 16V Mec.,2014,40891
RENAULT,DUSTER,DUSTER 1.6 Hi-Flex 16V Mec.,2013,38538
RENAULT,DUSTER,DUSTER 1.6 Hi-Flex 16V Mec.,2012,37005
RENAULT,DUSTER,DUSTER Authent. 1.6 Flex 16V Aut.(PCD),2019,61077
RENAULT,DUSTER,DUSTER Authent. 1.6 Flex 16V Aut.(PCD),2020,56897
RENAULT,DUSTER,DUSTER Authent. 1.6 Flex 16V Aut.(PCD),2019,53868
RENAULT,DUSTER,DUSTER Authent. 1.6 Flex 16V Aut.(PCD),2018,50355
RENAULT,DUSTER,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,2019,72010
RENAULT,DUSTER,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,2018,64079
RENAULT,DUSTER,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,2017,58616
RENAULT,DUSTER,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,2016,51450
RENAULT,DUSTER,DUSTER DAKAR 4x2 2.0 Hi-Flex 16V Aut.,2017,69959
RENAULT,DUSTER,DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.,2018,76649
RENAULT,DUSTER,DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.,2017,72095
RENAULT,DUSTER,DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.,2016,66682
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Aut.,2019,75635
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Aut.,2019,68854
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Aut.,2018,65690
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2019,73520
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2019,67584
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2018,62070
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2017,56821
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2016,52891
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2015,46282
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2014,41851
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2013,39261
RENAULT,DUSTER,DUSTER Dynamique 1.6 Flex 16V Mec.,2012,37190
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2019,85670
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2020,78260
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2019,75410
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2018,69158
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2017,61320
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2016,57598
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2015,48799
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2014,43706
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2013,40163
RENAULT,DUSTER,DUSTER Dynamique 2.0 Flex 16V Aut.,2012,38836
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2019,83296
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2019,74970
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2018,69135
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2017,61273
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2016,57529
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2015,48718
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2014,43514
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2013,39879
RENAULT,DUSTER,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,2012,38205
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2019,88700
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2020,81085
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2019,78270
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2018,75040
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2017,66244
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2016,60119
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2015,50091
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2014,44329
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2013,40846
RENAULT,DUSTER,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2012,38997
RENAULT,DUSTER,DUSTER Expression 1.6 Flex 16V Aut.,2019,75542
RENAULT,DUSTER,DUSTER Expression 1.6 Flex 16V Aut.,2019,67831
